evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,-0.0330132052821128,0.0152941176470589,-0.001764705882353,-0.0005882352941176
gpt-4.1-mini,0.3091236494597839,0.0588235294117647,-0.0688235294117647,0.0476470588235293
gpt-4o,-0.0162064825930371,0.0403121595670231,0.1187774867031832,0.0064705882352942
gpt-4.1,0.1122448979591836,0.0791176470588235,0.1099999999999999,0.198235294117647
haiku-3.5,0.0378151260504201,-0.1147058823529412,-0.1323529411764705,0.1011764705882352
sonnet-3.7,0.0450683226061487,-0.0362616266781035,0.0823529411764706,0.1670588235294118
sonnet-4.5,0.3589334038700227,0.1367647058823529,0.2447058823529412,0.2335294117647058
opus-4.1,0.4387653366431319,0.3578143021914649,0.3505882352941176,0.3734736318769931
gemini-2.0-flash-lite,-0.1668667466986794,0.1870588235294117,-0.3264705882352941,0.036470588235294
gemini-2.0-flash,-0.1458583433373349,0.3298428686543111,0.0823529411764706,0.1399999999999998
ll-3.1-8b,-0.0918367346938776,-0.0502941176470588,-0.3911764705882353,-0.0035294117647058
ll-3.1-70b,-0.0186074429771909,-0.0082352941176471,0.02,-0.0141176470588235
ll-3.1-405b,-0.0210084033613445,-0.0379411764705882,0.01,0.0617647058823529
qwen-2.5-7b,-0.0090036014405762,-0.001470588235294,0.0958823529411764,-0.0288235294117646
qwen-2.5-72b,0.0330132052821128,0.0167647058823529,0.1017647058823529,0.0447058823529412
qwen-3.0-80b,0.4825930372148859,0.375,0.4388235294117646,0.2847058823529411
deepseek-3.1,0.0834333733493397,0.2723529411764707,0.1723529411764706,0.0523529411764706
kimi-k2,0.1626650660264106,0.2102363298260481,0.2550075414781297,0.0217647058823529
