evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,-0.04040163820113751,0.5152941176470589,0.498235294117647,-0.01058823529411762
gpt-4.1-mini,0.2821921377902594,0.5395701357466064,0.4311764705882352,0.5476470588235294
gpt-4o,-0.022453013035452996,0.5508568298643244,0.6187774867031832,0.5064705882352942
gpt-4.1,-0.029409714684230148,0.5849773755656108,0.61,0.6982352941176471
haiku-3.5,0.03231930026912738,-0.14101809954751138,-0.20889140271493217,0.19848416289592752
sonnet-3.7,-0.02916877377821614,-0.060219470903207284,-0.12956027381366741,0.2129411764705883
sonnet-4.5,0.2997243149560396,0.03232443438914012,0.150475113122172,0.19506787330316733
opus-4.1,0.1896678346221886,0.16870597994854042,0.17104292230750906,0.3931795142299343
gemini-2.0-flash-lite,-0.17611976321205264,0.17821266968325788,-0.06377828054298651,0.036176470588235254
gemini-2.0-flash,-0.17575493009155724,0.21676594557738804,0.0885067873303168,0.07176470588235273
ll-3.1-8b,-0.02861059126932619,-0.016447963800904908,-0.3161764705882353,-0.03352941176470592
ll-3.1-70b,-0.08662322395021355,-0.008812217194570149,-0.00423076923076926,0.11588235294117638
ll-3.1-405b,-0.10706741998822727,-0.09755656108597294,-0.0038461538461538325,0.047941176470588265
qwen-2.5-7b,-0.011864512018985751,-0.005135746606334757,0.034728506787330304,-0.03132352941176464
qwen-2.5-72b,0.05858350127381273,-0.03861990950226246,-0.025158371040723937,-0.03375565610859721
qwen-3.0-80b,0.4642052223188122,0.3264819004524888,0.4319004524886877,0.17158088235294122
deepseek-3.1,0.043133094242533976,0.22619909502262459,0.1558144796380091,-0.006084558823529429
kimi-k2,0.09082503209844817,0.1688449271111161,0.1700075414781298,0.04243137254901963
