evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,-0.1266506602641057,-0.0467647058823529,-0.0341176470588234,-0.0564705882352941
gpt-4.1-mini,0.3439375750300121,-0.0423529411764705,-0.2005882352941176,0.0047058823529412
gpt-4o,-0.0576230492196878,-0.033235294117647,0.1094117647058823,-0.0223529411764705
gpt-4.1,0.3157262905162064,0.098235294117647,0.1452941176470589,0.2047058823529411
haiku-3.5,-0.0294117647058823,-0.2064705882352941,-0.3217647058823529,0.3364705882352942
sonnet-3.7,0.0055328675616329,-0.0408823529411764,0.0170588235294117,0.2782352941176471
sonnet-4.5,0.3769507803121247,0.236764705882353,0.3788235294117646,0.3029411764705882
opus-4.1,0.354141656662665,0.2723529411764706,0.3217647058823528,0.3061440533726767
gemini-2.0-flash-lite,-0.1932773109243697,0.2102941176470587,-0.35,-0.028235294117647
gemini-2.0-flash,-0.1680672268907563,0.3002941176470588,0.0941176470588235,0.1164705882352939
ll-3.1-8b,-0.1986794717887155,-0.1588235294117647,-0.3982352941176471,0.0194117647058823
ll-3.1-70b,-0.2088835534213686,-0.1626470588235293,0.0058823529411765,0.1276470588235294
ll-3.1-405b,-0.0804321728691476,-0.1827776041923619,-0.0247058823529411,0.1541176470588234
qwen-2.5-7b,-0.0456182472989196,-0.0835294117647059,0.0341176470588235,-0.0299999999999999
qwen-2.5-72b,-0.0306122448979592,-0.0205882352941176,0.2041176470588235,0.0276470588235294
qwen-3.0-80b,0.4675870348139254,0.3926470588235294,0.4282352941176471,0.2429411764705883
deepseek-3.1,0.0606242496998798,0.296470588235294,0.14,-0.0317647058823529
kimi-k2,0.2869147659063625,0.3938235294117647,0.4028506787330316,-0.0994117647058824
