evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,0.09363745498199283,0.06205882352941189,0.03235294117647047,0.055882352941176605
gpt-4.1-mini,-0.03481392557022822,0.10117647058823531,0.13176470588235284,0.04294117647058815
gpt-4o,0.04141656662665072,0.07354745368467025,0.009365721997300902,0.028823529411764748
gpt-4.1,-0.2034813925570227,-0.020180995475113206,-0.03529411764705892,-0.006470588235294117
haiku-3.5,0.06722689075630256,0.09176470588235297,0.1894117647058824,-0.235294117647059
sonnet-3.7,0.03953545504451583,0.004620726263072805,0.06529411764705884,-0.11117647058823532
sonnet-4.5,-0.018017376442101996,-0.10000000000000009,-0.13411764705882345,-0.0694117647058824
opus-4.1,0.08462367998046694,0.08546136101499435,0.028823529411764803,0.06732957850431642
gemini-2.0-flash-lite,0.02641056422569027,-0.02323529411764702,0.0235294117647058,0.06470588235294111
gemini-2.0-flash,0.02220888355342132,0.029548751007252294,-0.0117647058823529,0.0235294117647058
ll-3.1-8b,0.10684273709483799,0.10852941176470587,0.007058823529411798,-0.022941176470588243
ll-3.1-70b,0.1902761104441777,0.1544117647058823,0.014117647058823457,-0.14176470588235307
ll-3.1-405b,0.05942376950780315,0.1448364277217737,0.0347058823529412,-0.09235294117647053
qwen-2.5-7b,0.03661464585834329,0.08377828054298647,0.06176470588235283,0.0011764705882352233
qwen-2.5-72b,0.06362545018007204,0.03735294117647059,-0.10235294117647054,0.017058823529411793
qwen-3.0-80b,0.015006002400960616,-0.017895927601809913,0.010588235294117454,0.041764705882352815
deepseek-3.1,0.02280912364945986,-0.024117647058823355,0.032352941176470584,0.08411764705882352
kimi-k2,-0.12424969987995194,-0.1824786023006486,-0.14784313725490184,0.12117647058823533
