evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,0.020760448391880404,0.07044117647058823,0.06794117647058817,-0.006764705882352895
gpt-4.1-mini,-0.009116240764782568,0.0020588235294117796,-0.0002941176470588891,-0.022647058823529465
gpt-4o,0.000577596202052888,0.010251061343151235,-0.04581368579820588,-0.022058823529411686
gpt-4.1,-0.003236677205859184,0.09338235294117636,0.02352941176470591,0.05588235294117638
haiku-3.5,-0.009343443259656914,0.004876551168412568,0.010294117647058787,-0.09588235294117647
sonnet-3.7,0.022070688779740166,-0.05761175641305538,0.04381598793363506,-0.10970588235294121
sonnet-4.5,-0.022859955341162808,0.04379106491911833,-0.014999999999999902,-0.0011705288175876127
opus-4.1,0.13715668823310256,0.11433859790491552,0.03635241338027706,-0.12427691984322625
gemini-2.0-flash-lite,-0.011088453407928578,-0.014852941176470513,0.0473529411764706,-0.01382352941176479
gemini-2.0-flash,0.011589263825050544,0.055882352941176494,-0.020000000000000073,0.010588235294117676
ll-3.1-8b,0.04281627354223527,0.06014705882352939,0.2532352941176471,0.05970588235294122
ll-3.1-70b,0.11069952113575443,0.003235294117647114,-0.012058823529411788,-0.16794117647058826
ll-3.1-405b,0.02750226059113503,0.059411764705882275,0.029411764705882304,-0.022352941176470575
qwen-2.5-7b,-0.0019743568619000618,0.0027941176470588913,0.0,0.00500000000000006
qwen-2.5-72b,-0.0446779390489227,0.03132352941176464,0.00794117647058834,0.07000000000000006
qwen-3.0-80b,0.0012142788149742678,-0.013235294117647012,-0.01382352941176479,0.024705882352941133
deepseek-3.1,0.0014514062243194958,0.01764705882352946,-0.06500000000000006,0.09352941176470586
kimi-k2,-0.017862513757778475,-0.04040945790080741,-0.05999999999999983,-0.01441176470588229
