evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,-0.0385487528344671,0.0152941176470589,-0.001764705882353,-0.0005882352941176
gpt-4.1-mini,0.2913832199546485,0.0395701357466063,-0.0688235294117647,0.0476470588235293
gpt-4o,-0.0209750566893424,0.0508568298643243,0.1187774867031832,0.0064705882352942
gpt-4.1,0.1060090702947845,0.0849773755656108,0.1099999999999999,0.198235294117647
haiku-3.5,0.0277777777777777,-0.1006334841628959,-0.1323529411764705,0.1011764705882352
sonnet-3.7,0.0367696163489918,-0.0429945289098466,0.0823529411764706,0.1670588235294118
sonnet-4.5,0.3474960605711212,0.1430090497737556,0.2447058823529412,0.2335294117647058
opus-4.1,0.4370652215688536,0.3544521337946943,0.3505882352941176,0.3734736318769931
gemini-2.0-flash-lite,-0.1848072562358276,0.1870588235294117,-0.3264705882352941,0.036470588235294
gemini-2.0-flash,-0.163265306122449,0.3298428686543111,0.0823529411764706,0.1399999999999998
ll-3.1-8b,-0.0935374149659864,-0.0502941176470588,-0.3911764705882353,-0.0035294117647058
ll-3.1-70b,-0.0317460317460317,-0.0082352941176471,0.02,-0.0141176470588235
ll-3.1-405b,-0.0351473922902494,-0.0379411764705882,0.01,0.0617647058823529
qwen-2.5-7b,-0.0096371882086168,0.0002488687782805,0.0958823529411764,-0.0288235294117646
qwen-2.5-72b,0.0238095238095238,0.0167647058823529,0.1017647058823529,0.0447058823529412
qwen-3.0-80b,0.4756235827664397,0.3747511312217195,0.4388235294117646,0.2847058823529411
deepseek-3.1,0.058390022675737,0.2723529411764707,0.1723529411764706,0.0523529411764706
kimi-k2,0.1473922902494331,0.211344927111116,0.2550075414781297,0.0217647058823529
