evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-oss-120b-thinking,0.22650976787074606,0.1484970296655267,-0.3142712849648508,0.23554002598825563
opus-4.1-thinking,0.0479148181011535,0.1251476879207456,0.16141659211453252,0.2903205972771191
gemini-2.5-pro-thinking,0.26520166113807553,0.3098564688244112,0.3252173913043479,0.3262714097496706
qwen-3.0-80b-thinking,0.183505062073141,0.2636397570098361,0.3434454048681759,-0.03778491004120266
deepseek-r1-thinking,0.05320261307733665,0.15157386473843604,0.19630434782608697,-0.0002600922430160413
kimi-k2-thinking,0.09493567858022911,0.14125193908299605,0.21579064718652818,0.20381935807949902
gpt-4o-mini,-0.07679099690367036,-0.07836956521739136,-0.09152173913043471,-0.017608695652173934
gpt-4.1-mini,0.25873454175427135,-0.02565217391304353,-0.1097826086956522,-0.041086956521739104
gpt-4o,-0.043683351939938,-0.01961556978360124,0.026117369790138678,-0.02326086956521739
gpt-4.1,-0.01661310162784213,-0.07597826086956527,-0.046304347826087056,0.046304347826087056
haiku-3.5,0.013515188684169288,-0.17228260869565226,-0.21362318840579714,0.13326086956521738
sonnet-3.7,-0.041691445526626625,-0.01401044163714249,-0.07962095875139341,0.1754347826086956
sonnet-4.5,0.25011666801754895,-0.01429999999999998,0.10956521739130431,0.1480434782608695
opus-4.1,0.16262065012013505,0.13135064460566825,0.136390541188537,0.3503759870219497
gemini-2.0-flash-lite,-0.22689931161805538,0.10673913043478256,-0.05152173913043481,-0.028913043478260958
gemini-2.0-flash,-0.21905452085320432,0.15347081596188217,0.03413043478260874,0.008478260869565157
ll-3.1-8b,-0.01894390362918702,-0.021521739130434814,-0.3041304347826087,-0.0354347826086957
ll-3.1-70b,-0.07131718350662442,0.012934782608695627,0.009130434782608665,0.12086956521739117
ll-3.1-405b,-0.11966749372258806,-0.126039309112567,-0.03413043478260869,0.026548913043478284
qwen-2.5-7b,-0.014512298787965672,-0.005652173913043512,0.023695652173912896,-0.03891304347826091
qwen-2.5-72b,0.0629304397344222,-0.03304347826086951,-0.024347826086956403,-0.044130434782608696
qwen-3.0-80b,0.4591734744872462,0.26076086956521716,0.3565217391304347,0.13260869565217392
deepseek-3.1,-0.023581782115068006,0.148695652173913,0.0665217391304348,-0.03391523935002194
kimi-k2,0.07868761716811423,0.14778589696748268,0.14437012263099214,0.022391304347826102
