evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,0.4669867947178871,0.5152941176470589,0.498235294117647,0.4994117647058824
gpt-4.1-mini,0.8091236494597839,0.5588235294117647,0.4311764705882352,0.5476470588235294
gpt-4o,0.4837935174069628,0.5403121595670232,0.6187774867031832,0.5064705882352942
gpt-4.1,0.6122448979591837,0.5780542986425339,0.61,0.6982352941176471
haiku-3.5,0.5378151260504201,0.3852941176470588,0.3676470588235294,0.6011764705882352
sonnet-3.7,0.5450683226061488,0.4637383733218964,0.5823529411764706,0.6670588235294118
sonnet-4.5,0.8589334038700227,0.6367647058823529,0.7447058823529412,0.7335294117647059
opus-4.1,0.938765336643132,0.8578143021914649,0.8505882352941176,0.8734736318769931
gemini-2.0-flash-lite,0.3331332533013205,0.6870588235294117,0.1735294117647058,0.536470588235294
gemini-2.0-flash,0.354141656662665,0.8298428686543111,0.5823529411764706,0.6399999999999998
ll-3.1-8b,0.4081632653061224,0.4497058823529412,0.1088235294117647,0.4964705882352941
ll-3.1-70b,0.4813925570228091,0.4917647058823529,0.52,0.4858823529411764
ll-3.1-405b,0.4789915966386554,0.4620588235294117,0.51,0.5617647058823529
qwen-2.5-7b,0.4909963985594237,0.5002488687782806,0.5958823529411764,0.4711764705882353
qwen-2.5-72b,0.5330132052821128,0.5167647058823529,0.601764705882353,0.5447058823529413
qwen-3.0-80b,0.982593037214886,0.8747511312217195,0.9388235294117646,0.7847058823529411
deepseek-3.1,0.5834333733493398,0.7723529411764707,0.6723529411764706,0.5523529411764706
kimi-k2,0.6626650660264106,0.7113449271111161,0.7550075414781298,0.5217647058823529
