evaluator,generator,dataset,distance,performance
qwen-3.0-80b,deepseek-3.1,wikisum,17,1.0
kimi-k2,deepseek-3.1,wikisum,-4,0.7040816326530612
gpt-4o-mini,kimi-k2,wikisum,114,0.5102040816326531
gpt-4.1-mini,kimi-k2,wikisum,42,0.6836734693877551
gpt-4o,kimi-k2,wikisum,-20,0.5408163265306123
gpt-4.1,kimi-k2,wikisum,9,0.5816326530612245
haiku-3.5,kimi-k2,wikisum,100,0.5918367346938775
sonnet-4.5,kimi-k2,wikisum,-25,0.8673469387755102
opus-4.1,kimi-k2,wikisum,-23,0.9693877551020408
gemini-2.0-flash-lite,kimi-k2,wikisum,64,0.2448979591836734
gemini-2.0-flash,kimi-k2,wikisum,58,0.3775510204081632
ll-3.1-8b,kimi-k2,wikisum,187,0.4183673469387755
ll-3.1-70b,kimi-k2,wikisum,135,0.5408163265306123
ll-3.1-405b,kimi-k2,wikisum,87,0.7244897959183674
qwen-2.5-72b,kimi-k2,wikisum,132,0.6938775510204082
qwen-3.0-80b,kimi-k2,wikisum,21,0.8979591836734694
deepseek-3.1,kimi-k2,wikisum,4,0.2346938775510204
gpt-4.1-mini,gpt-4o-mini,sharegpt,-72,0.545
gpt-4o,gpt-4o-mini,sharegpt,-134,0.4945833333333334
gpt-4.1,gpt-4o-mini,sharegpt,-105,0.53
haiku-3.5,gpt-4o-mini,sharegpt,-14,0.44
sonnet-4.5,gpt-4o-mini,sharegpt,-139,0.71
opus-4.1,gpt-4o-mini,sharegpt,-137,0.975
gemini-2.0-flash-lite,gpt-4o-mini,sharegpt,-50,0.835
gemini-2.0-flash,gpt-4o-mini,sharegpt,-56,0.92
ll-3.1-8b,gpt-4o-mini,sharegpt,73,0.44
ll-3.1-70b,gpt-4o-mini,sharegpt,21,0.47
ll-3.1-405b,gpt-4o-mini,sharegpt,-27,0.385
qwen-2.5-72b,gpt-4o-mini,sharegpt,18,0.5
qwen-3.0-80b,gpt-4o-mini,sharegpt,-93,0.965
deepseek-3.1,gpt-4o-mini,sharegpt,-110,0.89
kimi-k2,gpt-4o-mini,sharegpt,-114,0.785
gpt-4o-mini,gpt-4.1-mini,sharegpt,72,0.52
gpt-4o,gpt-4.1-mini,sharegpt,-62,0.5330781627719582
gpt-4.1,gpt-4.1-mini,sharegpt,-33,0.5
haiku-3.5,gpt-4.1-mini,sharegpt,58,0.355
sonnet-4.5,gpt-4.1-mini,sharegpt,-67,0.56
opus-4.1,gpt-4.1-mini,sharegpt,-65,0.795
gemini-2.0-flash-lite,gpt-4.1-mini,sharegpt,22,0.7
gemini-2.0-flash,gpt-4.1-mini,sharegpt,16,0.875
ll-3.1-8b,gpt-4.1-mini,sharegpt,145,0.465
ll-3.1-70b,gpt-4.1-mini,sharegpt,93,0.48
ll-3.1-405b,gpt-4.1-mini,sharegpt,45,0.365
qwen-2.5-72b,gpt-4.1-mini,sharegpt,90,0.505
qwen-3.0-80b,gpt-4.1-mini,sharegpt,-21,0.925
deepseek-3.1,gpt-4.1-mini,sharegpt,-38,0.81
kimi-k2,gpt-4.1-mini,sharegpt,-42,0.6313645458183273
gpt-4o-mini,gpt-4o,sharegpt,134,0.495
gpt-4.1-mini,gpt-4o,sharegpt,62,0.645
gpt-4.1,gpt-4o,sharegpt,29,0.53
haiku-3.5,gpt-4o,sharegpt,120,0.44
sonnet-4.5,gpt-4o,sharegpt,-5,0.68
opus-4.1,gpt-4o,sharegpt,-3,0.9294117647058824
gemini-2.0-flash-lite,gpt-4o,sharegpt,84,0.88
gemini-2.0-flash,gpt-4o,sharegpt,78,0.93
ll-3.1-8b,gpt-4o,sharegpt,207,0.46
ll-3.1-70b,gpt-4o,sharegpt,155,0.485
ll-3.1-405b,gpt-4o,sharegpt,107,0.4
qwen-2.5-72b,gpt-4o,sharegpt,152,0.5
qwen-3.0-80b,gpt-4o,sharegpt,41,0.96
deepseek-3.1,gpt-4o,sharegpt,24,0.89
kimi-k2,gpt-4o,sharegpt,20,0.75
gpt-4o-mini,gpt-4.1,sharegpt,105,0.5
gpt-4.1-mini,gpt-4.1,sharegpt,33,0.415
gpt-4o,gpt-4.1,sharegpt,-29,0.512704248366013
haiku-3.5,gpt-4.1,sharegpt,91,0.295
sonnet-4.5,gpt-4.1,sharegpt,-34,0.54
opus-4.1,gpt-4.1,sharegpt,-32,0.7940196078431373
gemini-2.0-flash-lite,gpt-4.1,sharegpt,55,0.64
gemini-2.0-flash,gpt-4.1,sharegpt,49,0.805
ll-3.1-8b,gpt-4.1,sharegpt,178,0.445
ll-3.1-70b,gpt-4.1,sharegpt,126,0.485
ll-3.1-405b,gpt-4.1,sharegpt,78,0.34
qwen-2.5-72b,gpt-4.1,sharegpt,123,0.5
qwen-3.0-80b,gpt-4.1,sharegpt,12,0.9
deepseek-3.1,gpt-4.1,sharegpt,-5,0.715
kimi-k2,gpt-4.1,sharegpt,-9,0.595
gpt-4o-mini,haiku-3.5,sharegpt,14,0.545
gpt-4.1-mini,haiku-3.5,sharegpt,-58,0.725
gpt-4o,haiku-3.5,sharegpt,-120,0.5936272108843538
gpt-4.1,haiku-3.5,sharegpt,-91,0.5769230769230769
sonnet-4.5,haiku-3.5,sharegpt,-125,0.735
opus-4.1,haiku-3.5,sharegpt,-123,0.845
gemini-2.0-flash-lite,haiku-3.5,sharegpt,-36,0.865
gemini-2.0-flash,haiku-3.5,sharegpt,-42,0.925
ll-3.1-8b,haiku-3.5,sharegpt,87,0.47
ll-3.1-70b,haiku-3.5,sharegpt,35,0.51
ll-3.1-405b,haiku-3.5,sharegpt,-13,0.5549999999999999
qwen-2.5-72b,haiku-3.5,sharegpt,32,0.495
qwen-3.0-80b,haiku-3.5,sharegpt,-79,0.965
deepseek-3.1,haiku-3.5,sharegpt,-96,0.885
kimi-k2,haiku-3.5,sharegpt,-100,0.77
gpt-4o-mini,sonnet-4.5,sharegpt,139,0.49
gpt-4.1-mini,sonnet-4.5,sharegpt,67,0.495
gpt-4o,sonnet-4.5,sharegpt,5,0.4896
gpt-4.1,sonnet-4.5,sharegpt,34,0.5
haiku-3.5,sonnet-4.5,sharegpt,125,0.305
opus-4.1,sonnet-4.5,sharegpt,2,0.575
gemini-2.0-flash-lite,sonnet-4.5,sharegpt,89,0.6
gemini-2.0-flash,sonnet-4.5,sharegpt,83,0.78
ll-3.1-8b,sonnet-4.5,sharegpt,212,0.445
ll-3.1-70b,sonnet-4.5,sharegpt,160,0.48
ll-3.1-405b,sonnet-4.5,sharegpt,112,0.435
qwen-2.5-72b,sonnet-4.5,sharegpt,157,0.47
qwen-3.0-80b,sonnet-4.5,sharegpt,46,0.765
deepseek-3.1,sonnet-4.5,sharegpt,29,0.67
kimi-k2,sonnet-4.5,sharegpt,25,0.585
gpt-4o-mini,opus-4.1,sharegpt,137,0.475
gpt-4.1-mini,opus-4.1,sharegpt,65,0.465
gpt-4o,opus-4.1,sharegpt,3,0.4898
gpt-4.1,opus-4.1,sharegpt,32,0.5
haiku-3.5,opus-4.1,sharegpt,123,0.295
sonnet-4.5,opus-4.1,sharegpt,-2,0.465
gemini-2.0-flash-lite,opus-4.1,sharegpt,87,0.58
gemini-2.0-flash,opus-4.1,sharegpt,81,0.76
ll-3.1-8b,opus-4.1,sharegpt,210,0.445
ll-3.1-70b,opus-4.1,sharegpt,158,0.465
ll-3.1-405b,opus-4.1,sharegpt,110,0.32
qwen-2.5-72b,opus-4.1,sharegpt,155,0.475
qwen-3.0-80b,opus-4.1,sharegpt,44,0.785
deepseek-3.1,opus-4.1,sharegpt,27,0.675
kimi-k2,opus-4.1,sharegpt,23,0.55
gpt-4o-mini,gemini-2.0-flash-lite,sharegpt,50,0.51
gpt-4.1-mini,gemini-2.0-flash-lite,sharegpt,-22,0.455
gpt-4o,gemini-2.0-flash-lite,sharegpt,-84,0.4847945205479452
gpt-4.1,gemini-2.0-flash-lite,sharegpt,-55,0.55
haiku-3.5,gemini-2.0-flash-lite,sharegpt,36,0.29
sonnet-4.5,gemini-2.0-flash-lite,sharegpt,-89,0.515
opus-4.1,gemini-2.0-flash-lite,sharegpt,-87,0.785
gemini-2.0-flash,gemini-2.0-flash-lite,sharegpt,-6,0.7273287671232876
ll-3.1-8b,gemini-2.0-flash-lite,sharegpt,123,0.425
ll-3.1-70b,gemini-2.0-flash-lite,sharegpt,71,0.475
ll-3.1-405b,gemini-2.0-flash-lite,sharegpt,23,0.355
qwen-2.5-72b,gemini-2.0-flash-lite,sharegpt,68,0.515
qwen-3.0-80b,gemini-2.0-flash-lite,sharegpt,-43,0.845
deepseek-3.1,gemini-2.0-flash-lite,sharegpt,-60,0.735
kimi-k2,gemini-2.0-flash-lite,sharegpt,-64,0.685
gpt-4o-mini,gemini-2.0-flash,sharegpt,56,0.485
gpt-4.1-mini,gemini-2.0-flash,sharegpt,-16,0.385
gpt-4o,gemini-2.0-flash,sharegpt,-78,0.4949979991996798
gpt-4.1,gemini-2.0-flash,sharegpt,-49,0.5299999999999999
haiku-3.5,gemini-2.0-flash,sharegpt,42,0.22
sonnet-4.5,gemini-2.0-flash,sharegpt,-83,0.41
opus-4.1,gemini-2.0-flash,sharegpt,-81,0.705
gemini-2.0-flash-lite,gemini-2.0-flash,sharegpt,6,0.31
ll-3.1-8b,gemini-2.0-flash,sharegpt,129,0.4
ll-3.1-70b,gemini-2.0-flash,sharegpt,77,0.47
ll-3.1-405b,gemini-2.0-flash,sharegpt,29,0.3
qwen-2.5-72b,gemini-2.0-flash,sharegpt,74,0.505
qwen-3.0-80b,gemini-2.0-flash,sharegpt,-37,0.74
deepseek-3.1,gemini-2.0-flash,sharegpt,-54,0.64
kimi-k2,gemini-2.0-flash,sharegpt,-58,0.63
gpt-4o-mini,ll-3.1-8b,sharegpt,-73,0.665
gpt-4.1-mini,ll-3.1-8b,sharegpt,-145,0.87
gpt-4o,ll-3.1-8b,sharegpt,-207,0.7536
gpt-4.1,ll-3.1-8b,sharegpt,-178,0.855
haiku-3.5,ll-3.1-8b,sharegpt,-87,0.7
sonnet-4.5,ll-3.1-8b,sharegpt,-212,0.895
opus-4.1,ll-3.1-8b,sharegpt,-210,0.99
gemini-2.0-flash-lite,ll-3.1-8b,sharegpt,-123,0.93
gemini-2.0-flash,ll-3.1-8b,sharegpt,-129,0.95
ll-3.1-70b,ll-3.1-8b,sharegpt,-52,0.55
ll-3.1-405b,ll-3.1-8b,sharegpt,-100,0.745
qwen-2.5-72b,ll-3.1-8b,sharegpt,-55,0.675
qwen-3.0-80b,ll-3.1-8b,sharegpt,-166,0.98
deepseek-3.1,ll-3.1-8b,sharegpt,-183,0.96
kimi-k2,ll-3.1-8b,sharegpt,-187,0.905
gpt-4o-mini,ll-3.1-70b,sharegpt,-21,0.5349999999999999
gpt-4.1-mini,ll-3.1-70b,sharegpt,-93,0.735
gpt-4o,ll-3.1-70b,sharegpt,-155,0.6093931972789116
gpt-4.1,ll-3.1-70b,sharegpt,-126,0.69
haiku-3.5,ll-3.1-70b,sharegpt,-35,0.53
sonnet-4.5,ll-3.1-70b,sharegpt,-160,0.735
opus-4.1,ll-3.1-70b,sharegpt,-158,0.9849019607843136
gemini-2.0-flash-lite,ll-3.1-70b,sharegpt,-71,0.905
gemini-2.0-flash,ll-3.1-70b,sharegpt,-77,0.95
ll-3.1-8b,ll-3.1-70b,sharegpt,52,0.47
ll-3.1-405b,ll-3.1-70b,sharegpt,-48,0.585
qwen-2.5-72b,ll-3.1-70b,sharegpt,-3,0.56
qwen-3.0-80b,ll-3.1-70b,sharegpt,-114,0.98
deepseek-3.1,ll-3.1-70b,sharegpt,-131,0.945
kimi-k2,ll-3.1-70b,sharegpt,-135,0.84
gpt-4o-mini,ll-3.1-405b,sharegpt,27,0.57
gpt-4.1-mini,ll-3.1-405b,sharegpt,-45,0.72
gpt-4o,ll-3.1-405b,sharegpt,-107,0.5560164383561643
gpt-4.1,ll-3.1-405b,sharegpt,-78,0.65
haiku-3.5,ll-3.1-405b,sharegpt,13,0.57
sonnet-4.5,ll-3.1-405b,sharegpt,-112,0.77
opus-4.1,ll-3.1-405b,sharegpt,-110,0.975
