evaluator,generator,dataset,distance,performance,n_samples
opus-4.1-thinking,gpt-oss-120b-thinking,wikisum,-87,0.5510204081632653,98
gemini-2.5-pro-thinking,gpt-oss-120b-thinking,wikisum,-91,0.0204081632653061,98
qwen-3.0-80b-thinking,gpt-oss-120b-thinking,wikisum,-11,0.0284765068818224,98
deepseek-r1-thinking,gpt-oss-120b-thinking,wikisum,-64,0.0204081632653061,98
kimi-k2-thinking,gpt-oss-120b-thinking,wikisum,-75,0.1525216983345062,98
gpt-4o-mini,gpt-oss-120b-thinking,wikisum,51,0.5102040816326531,98
gpt-4.1-mini,gpt-oss-120b-thinking,wikisum,-21,0.010204081632653,98
gpt-4o,gpt-oss-120b-thinking,wikisum,-83,0.0,98
gpt-4.1,gpt-oss-120b-thinking,wikisum,-54,0.0204081632653061,98
haiku-3.5,gpt-oss-120b-thinking,wikisum,37,0.0306122448979591,98
sonnet-4.5,gpt-oss-120b-thinking,wikisum,-88,0.4795918367346938,98
opus-4.1,gpt-oss-120b-thinking,wikisum,-86,0.5204081632653061,98
gemini-2.0-flash-lite,gpt-oss-120b-thinking,wikisum,1,0.2346938775510204,98
gemini-2.0-flash,gpt-oss-120b-thinking,wikisum,-5,0.4183673469387755,98
ll-3.1-8b,gpt-oss-120b-thinking,wikisum,124,0.5102040816326531,98
ll-3.1-70b,gpt-oss-120b-thinking,wikisum,72,0.2346938775510204,98
ll-3.1-405b,gpt-oss-120b-thinking,wikisum,24,0.1836734693877551,98
qwen-2.5-72b,gpt-oss-120b-thinking,wikisum,69,0.4489795918367347,98
qwen-3.0-80b,gpt-oss-120b-thinking,wikisum,-42,0.0204081632653061,98
deepseek-3.1,gpt-oss-120b-thinking,wikisum,-59,0.0510204081632653,98
kimi-k2,gpt-oss-120b-thinking,wikisum,-63,0.173469387755102,98
gpt-oss-120b-thinking,opus-4.1-thinking,wikisum,87,0.8869277440706013,98
gemini-2.5-pro-thinking,opus-4.1-thinking,wikisum,-4,0.0,98
qwen-3.0-80b-thinking,opus-4.1-thinking,wikisum,76,0.0138483965014577,98
deepseek-r1-thinking,opus-4.1-thinking,wikisum,23,0.010204081632653,98
kimi-k2-thinking,opus-4.1-thinking,wikisum,12,0.2871876555500248,98
gpt-4o-mini,opus-4.1-thinking,wikisum,138,0.2142857142857142,98
gpt-4.1-mini,opus-4.1-thinking,wikisum,66,0.0,98
gpt-4o,opus-4.1-thinking,wikisum,4,0.0,98
gpt-4.1,opus-4.1-thinking,wikisum,33,0.0,98
haiku-3.5,opus-4.1-thinking,wikisum,124,0.0306122448979591,98
sonnet-4.5,opus-4.1-thinking,wikisum,-1,0.4081632653061224,98
opus-4.1,opus-4.1-thinking,wikisum,1,0.3775510204081632,98
gemini-2.0-flash-lite,opus-4.1-thinking,wikisum,88,0.1836734693877551,98
gemini-2.0-flash,opus-4.1-thinking,wikisum,82,0.4285714285714285,98
ll-3.1-8b,opus-4.1-thinking,wikisum,211,0.6326530612244898,98
ll-3.1-70b,opus-4.1-thinking,wikisum,159,0.0306122448979591,98
ll-3.1-405b,opus-4.1-thinking,wikisum,111,0.0,98
qwen-2.5-72b,opus-4.1-thinking,wikisum,156,0.3877551020408163,98
qwen-3.0-80b,opus-4.1-thinking,wikisum,45,0.0,98
deepseek-3.1,opus-4.1-thinking,wikisum,28,0.0306122448979591,98
kimi-k2,opus-4.1-thinking,wikisum,24,0.0816326530612244,98
gpt-oss-120b-thinking,gemini-2.5-pro-thinking,wikisum,91,0.8571428571428571,98
opus-4.1-thinking,gemini-2.5-pro-thinking,wikisum,4,0.4183673469387755,98
qwen-3.0-80b-thinking,gemini-2.5-pro-thinking,wikisum,80,0.0,98
deepseek-r1-thinking,gemini-2.5-pro-thinking,wikisum,27,0.0306122448979591,98
kimi-k2-thinking,gemini-2.5-pro-thinking,wikisum,16,0.1186474589835934,98
gpt-4o-mini,gemini-2.5-pro-thinking,wikisum,142,0.4897959183673469,98
gpt-4.1-mini,gemini-2.5-pro-thinking,wikisum,70,0.0,98
gpt-4o,gemini-2.5-pro-thinking,wikisum,8,0.010204081632653,98
gpt-4.1,gemini-2.5-pro-thinking,wikisum,37,0.010204081632653,98
haiku-3.5,gemini-2.5-pro-thinking,wikisum,128,0.010204081632653,98
sonnet-4.5,gemini-2.5-pro-thinking,wikisum,3,0.4285714285714285,98
opus-4.1,gemini-2.5-pro-thinking,wikisum,5,0.3469387755102041,98
gemini-2.0-flash-lite,gemini-2.5-pro-thinking,wikisum,92,0.2857142857142857,98
gemini-2.0-flash,gemini-2.5-pro-thinking,wikisum,86,0.4489795918367347,98
ll-3.1-8b,gemini-2.5-pro-thinking,wikisum,215,0.4897959183673469,98
ll-3.1-70b,gemini-2.5-pro-thinking,wikisum,163,0.1224489795918367,98
ll-3.1-405b,gemini-2.5-pro-thinking,wikisum,115,0.0,98
qwen-2.5-72b,gemini-2.5-pro-thinking,wikisum,160,0.4489795918367347,98
qwen-3.0-80b,gemini-2.5-pro-thinking,wikisum,49,0.0,98
deepseek-3.1,gemini-2.5-pro-thinking,wikisum,32,0.0408163265306122,98
kimi-k2,gemini-2.5-pro-thinking,wikisum,28,0.1020408163265306,98
gpt-oss-120b-thinking,qwen-3.0-80b-thinking,wikisum,11,0.7653061224489796,98
opus-4.1-thinking,qwen-3.0-80b-thinking,wikisum,-76,0.6836734693877551,98
gemini-2.5-pro-thinking,qwen-3.0-80b-thinking,wikisum,-80,0.0314396028681743,98
deepseek-r1-thinking,qwen-3.0-80b-thinking,wikisum,-53,0.0408163265306122,98
kimi-k2-thinking,qwen-3.0-80b-thinking,wikisum,-64,0.2860922146636432,98
gpt-4o-mini,qwen-3.0-80b-thinking,wikisum,62,0.4387755102040816,98
gpt-4.1-mini,qwen-3.0-80b-thinking,wikisum,-10,0.0408163265306122,98
gpt-4o,qwen-3.0-80b-thinking,wikisum,-72,0.0306122448979591,98
gpt-4.1,qwen-3.0-80b-thinking,wikisum,-43,0.1632653061224489,98
haiku-3.5,qwen-3.0-80b-thinking,wikisum,48,0.1530612244897959,98
sonnet-4.5,qwen-3.0-80b-thinking,wikisum,-77,0.5918367346938775,98
opus-4.1,qwen-3.0-80b-thinking,wikisum,-75,0.673469387755102,98
gemini-2.0-flash-lite,qwen-3.0-80b-thinking,wikisum,12,0.2142857142857142,98
gemini-2.0-flash,qwen-3.0-80b-thinking,wikisum,6,0.4387755102040816,98
ll-3.1-8b,qwen-3.0-80b-thinking,wikisum,135,0.6020408163265306,98
ll-3.1-70b,qwen-3.0-80b-thinking,wikisum,83,0.1428571428571428,98
ll-3.1-405b,qwen-3.0-80b-thinking,wikisum,35,0.1122448979591836,98
qwen-2.5-72b,qwen-3.0-80b-thinking,wikisum,80,0.5816326530612245,98
qwen-3.0-80b,qwen-3.0-80b-thinking,wikisum,-31,0.0204081632653061,98
deepseek-3.1,qwen-3.0-80b-thinking,wikisum,-48,0.1428571428571428,98
kimi-k2,qwen-3.0-80b-thinking,wikisum,-52,0.2653061224489796,98
gpt-oss-120b-thinking,deepseek-r1-thinking,wikisum,64,0.8571428571428571,98
opus-4.1-thinking,deepseek-r1-thinking,wikisum,-23,0.826530612244898,98
gemini-2.5-pro-thinking,deepseek-r1-thinking,wikisum,-27,0.0510204081632653,98
qwen-3.0-80b-thinking,deepseek-r1-thinking,wikisum,53,0.1041750033346672,98
kimi-k2-thinking,deepseek-r1-thinking,wikisum,-11,0.2202257202257202,98
gpt-4o-mini,deepseek-r1-thinking,wikisum,115,0.3979591836734694,98
gpt-4.1-mini,deepseek-r1-thinking,wikisum,43,0.0,98
gpt-4o,deepseek-r1-thinking,wikisum,-19,0.0,98
gpt-4.1,deepseek-r1-thinking,wikisum,10,0.1938775510204081,98
haiku-3.5,deepseek-r1-thinking,wikisum,101,0.0612244897959183,98
sonnet-4.5,deepseek-r1-thinking,wikisum,-24,0.5714285714285714,98
opus-4.1,deepseek-r1-thinking,wikisum,-22,0.8571428571428571,98
gemini-2.0-flash-lite,deepseek-r1-thinking,wikisum,65,0.1428571428571428,98
gemini-2.0-flash,deepseek-r1-thinking,wikisum,59,0.3979591836734694,98
ll-3.1-8b,deepseek-r1-thinking,wikisum,188,0.6428571428571429,98
ll-3.1-70b,deepseek-r1-thinking,wikisum,136,0.1938775510204081,98
ll-3.1-405b,deepseek-r1-thinking,wikisum,88,0.1938775510204081,98
qwen-2.5-72b,deepseek-r1-thinking,wikisum,133,0.5204081632653061,98
qwen-3.0-80b,deepseek-r1-thinking,wikisum,22,0.0,98
deepseek-3.1,deepseek-r1-thinking,wikisum,5,0.0714285714285714,98
kimi-k2,deepseek-r1-thinking,wikisum,1,0.1326530612244898,98
gpt-oss-120b-thinking,kimi-k2-thinking,wikisum,75,0.826530612244898,98
opus-4.1-thinking,kimi-k2-thinking,wikisum,-12,0.4387755102040816,98
gemini-2.5-pro-thinking,kimi-k2-thinking,wikisum,-16,0.0,98
qwen-3.0-80b-thinking,kimi-k2-thinking,wikisum,64,0.0,98
deepseek-r1-thinking,kimi-k2-thinking,wikisum,11,0.0510204081632653,98
gpt-4o-mini,kimi-k2-thinking,wikisum,126,0.4693877551020408,98
gpt-4.1-mini,kimi-k2-thinking,wikisum,54,0.0,98
gpt-4o,kimi-k2-thinking,wikisum,-8,0.0,98
gpt-4.1,kimi-k2-thinking,wikisum,21,0.0,98
haiku-3.5,kimi-k2-thinking,wikisum,112,0.0510204081632653,98
sonnet-4.5,kimi-k2-thinking,wikisum,-13,0.4897959183673469,98
opus-4.1,kimi-k2-thinking,wikisum,-11,0.3979591836734694,98
gemini-2.0-flash-lite,kimi-k2-thinking,wikisum,76,0.1632653061224489,98
gemini-2.0-flash,kimi-k2-thinking,wikisum,70,0.4591836734693877,98
ll-3.1-8b,kimi-k2-thinking,wikisum,199,0.5408163265306123,98
ll-3.1-70b,kimi-k2-thinking,wikisum,147,0.0612244897959183,98
ll-3.1-405b,kimi-k2-thinking,wikisum,99,0.010204081632653,98
qwen-2.5-72b,kimi-k2-thinking,wikisum,144,0.3673469387755102,98
qwen-3.0-80b,kimi-k2-thinking,wikisum,33,0.0,98
deepseek-3.1,kimi-k2-thinking,wikisum,16,0.010204081632653,98
kimi-k2,kimi-k2-thinking,wikisum,12,0.1326530612244898,98
gpt-oss-120b-thinking,gpt-4o-mini,wikisum,-51,0.9586321014892444,98
opus-4.1-thinking,gpt-4o-mini,wikisum,-138,0.9285714285714286,98
gemini-2.5-pro-thinking,gpt-4o-mini,wikisum,-142,0.0306122448979591,98
qwen-3.0-80b-thinking,gpt-4o-mini,wikisum,-62,0.0,98
deepseek-r1-thinking,gpt-4o-mini,wikisum,-115,0.06150027578599,98
kimi-k2-thinking,gpt-4o-mini,wikisum,-126,0.4033706385780118,98
gpt-4.1-mini,gpt-4o-mini,wikisum,-72,0.0,234
gpt-4o,gpt-4o-mini,wikisum,-134,0.0,234
gpt-4.1,gpt-4o-mini,wikisum,-105,0.235042735042735,234
haiku-3.5,gpt-4o-mini,wikisum,-14,0.1544117647058823,136
sonnet-4.5,gpt-4o-mini,wikisum,-139,0.5735294117647058,136
opus-4.1,gpt-4o-mini,wikisum,-137,0.8823529411764706,136
gemini-2.0-flash-lite,gpt-4o-mini,wikisum,-50,0.2903225806451613,310
gemini-2.0-flash,gpt-4o-mini,wikisum,-56,0.4419354838709677,310
ll-3.1-8b,gpt-4o-mini,wikisum,73,0.6410256410256411,234
ll-3.1-70b,gpt-4o-mini,wikisum,21,0.3376068376068376,234
ll-3.1-405b,gpt-4o-mini,wikisum,-27,0.3247863247863248,234
qwen-2.5-72b,gpt-4o-mini,wikisum,18,0.6196581196581197,234
qwen-3.0-80b,gpt-4o-mini,wikisum,-93,0.0,234
deepseek-3.1,gpt-4o-mini,wikisum,-110,0.1666666666666666,234
kimi-k2,gpt-4o-mini,wikisum,-114,0.2008547008547008,234
gpt-oss-120b-thinking,gpt-4.1-mini,wikisum,21,0.8469387755102041,98
opus-4.1-thinking,gpt-4.1-mini,wikisum,-66,0.6224489795918368,98
gemini-2.5-pro-thinking,gpt-4.1-mini,wikisum,-70,0.010204081632653,98
qwen-3.0-80b-thinking,gpt-4.1-mini,wikisum,10,0.0136054421768707,98
deepseek-r1-thinking,gpt-4.1-mini,wikisum,-43,0.0306122448979591,98
kimi-k2-thinking,gpt-4.1-mini,wikisum,-54,0.0408163265306122,98
gpt-4o-mini,gpt-4.1-mini,wikisum,72,0.3967741935483871,310
gpt-4o,gpt-4.1-mini,wikisum,-62,0.0,234
gpt-4.1,gpt-4.1-mini,wikisum,-33,0.0,174
haiku-3.5,gpt-4.1-mini,wikisum,58,0.1176470588235294,136
sonnet-4.5,gpt-4.1-mini,wikisum,-67,0.4264705882352941,136
opus-4.1,gpt-4.1-mini,wikisum,-65,0.4558823529411764,136
gemini-2.0-flash-lite,gpt-4.1-mini,wikisum,22,0.2193548387096774,310
gemini-2.0-flash,gpt-4.1-mini,wikisum,16,0.4,310
ll-3.1-8b,gpt-4.1-mini,wikisum,145,0.4786324786324786,234
ll-3.1-70b,gpt-4.1-mini,wikisum,93,0.0512820512820512,234
ll-3.1-405b,gpt-4.1-mini,wikisum,45,0.0299145299145299,234
qwen-2.5-72b,gpt-4.1-mini,wikisum,90,0.4658119658119658,234
qwen-3.0-80b,gpt-4.1-mini,wikisum,-21,0.0,234
deepseek-3.1,gpt-4.1-mini,wikisum,-38,0.0256410256410256,234
kimi-k2,gpt-4.1-mini,wikisum,-42,0.0811965811965812,234
gpt-oss-120b-thinking,gpt-4o,wikisum,83,0.9489795918367347,98
opus-4.1-thinking,gpt-4o,wikisum,-4,0.9489795918367347,98
gemini-2.5-pro-thinking,gpt-4o,wikisum,-8,0.0306122448979591,98
qwen-3.0-80b-thinking,gpt-4o,wikisum,72,0.0,98
deepseek-r1-thinking,gpt-4o,wikisum,19,0.0816326530612244,98
kimi-k2-thinking,gpt-4o,wikisum,8,0.1521586521586521,98
gpt-4o-mini,gpt-4o,wikisum,134,0.5645161290322581,310
gpt-4.1-mini,gpt-4o,wikisum,62,0.0,234
gpt-4.1,gpt-4o,wikisum,29,0.2758620689655172,174
haiku-3.5,gpt-4o,wikisum,120,0.1544117647058823,136
sonnet-4.5,gpt-4o,wikisum,-5,0.5073529411764706,136
opus-4.1,gpt-4o,wikisum,-3,0.8602941176470589,136
gemini-2.0-flash-lite,gpt-4o,wikisum,84,0.2,310
gemini-2.0-flash,gpt-4o,wikisum,78,0.4419354838709677,310
ll-3.1-8b,gpt-4o,wikisum,207,0.7008547008547008,234
ll-3.1-70b,gpt-4o,wikisum,155,0.4188034188034188,234
ll-3.1-405b,gpt-4o,wikisum,107,0.4316239316239316,234
qwen-2.5-72b,gpt-4o,wikisum,152,0.6581196581196581,234
qwen-3.0-80b,gpt-4o,wikisum,41,0.0,234
deepseek-3.1,gpt-4o,wikisum,24,0.1324786324786324,234
kimi-k2,gpt-4o,wikisum,20,0.1452991452991453,234
gpt-oss-120b-thinking,gpt-4.1,wikisum,54,0.8333333333333334,98
opus-4.1-thinking,gpt-4.1,wikisum,-33,0.673469387755102,98
gemini-2.5-pro-thinking,gpt-4.1,wikisum,-37,0.0,98
qwen-3.0-80b-thinking,gpt-4.1,wikisum,43,0.0,98
deepseek-r1-thinking,gpt-4.1,wikisum,-10,0.0510204081632653,98
