evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,-0.06037629473041589,-0.06941176470588228,-0.07382352941176473,-0.01058823529411762
gpt-4.1-mini,0.29993256729539475,0.018382352941176516,-0.08617647058823535,0.007352941176470562
gpt-4o,-0.017684438939147673,-3.5321488251471855e-05,0.0651794077955068,-0.004705882352941115
gpt-4.1,-0.02317388701983103,-0.068970588235294,-0.021176470588235352,0.049705882352941266
haiku-3.5,0.04235664854176974,-0.1335294117647059,-0.2,0.188235294117647
sonnet-3.7,-0.021086330496837835,-0.029114576147401205,-0.09616892911010566,0.2129411764705883
sonnet-4.5,0.311161658254941,0.03241764705882344,0.14764705882352935,0.19823529411764707
opus-4.1,0.18855653101134584,0.16959665513264133,0.16059328797718897,0.3931795142299343
gemini-2.0-flash-lite,-0.15817925367490454,0.1858823529411764,-0.0702941176470589,0.036176470588235254
gemini-2.0-flash,-0.15834796730644324,0.22160757453666402,0.08647058823529424,0.07176470588235273
ll-3.1-8b,-0.02690991099721729,-0.013676470588235234,-0.3182352941176471,-0.03352941176470592
ll-3.1-70b,-0.07348463518137266,0.010441176470588176,0.016470588235294126,0.11617647058823527
ll-3.1-405b,-0.09292843105932236,-0.08073529411764707,0.017941176470588294,0.047941176470588265
qwen-2.5-7b,-0.011230925250945156,-0.003088235294117614,0.03529411764705881,-0.03147058823529414
qwen-2.5-72b,0.06778718274640172,-0.02720588235294119,-0.008529411764705896,-0.0235294117647058
qwen-3.0-80b,0.47117467676725866,0.3363235294117647,0.43352941176470583,0.1755882352941176
deepseek-3.1,0.06817644491613672,0.23558823529411776,0.15852941176470592,-0.00588235294117645
kimi-k2,0.10609780787542566,0.17744221217898937,0.1750075414781297,0.0473529411764706
