evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,0.527363089448303,0.5847058823529412,0.5720588235294117,0.51
gpt-4.1-mini,0.5091910821643891,0.5404411764705882,0.5173529411764706,0.5402941176470588
gpt-4o,0.5014779563461105,0.5403474810552746,0.5535980789076764,0.5111764705882353
gpt-4.1,0.6354187849790147,0.6480882352941175,0.6311764705882353,0.6485294117647058
haiku-3.5,0.4954584775086504,0.5188235294117647,0.5676470588235294,0.4129411764705882
sonnet-3.7,0.5661546531029866,0.4928529494692976,0.6785218702865763,0.4541176470588235
sonnet-4.5,0.5477717456150817,0.6043470588235295,0.5970588235294119,0.5352941176470588
opus-4.1,0.7502088056317862,0.6882176470588236,0.6899949473169287,0.4802941176470588
gemini-2.0-flash-lite,0.491312506976225,0.5011764705882353,0.2438235294117647,0.5002941176470588
gemini-2.0-flash,0.5124896239691082,0.6082352941176471,0.4958823529411764,0.5682352941176471
ll-3.1-8b,0.4350731763033397,0.4633823529411764,0.4270588235294118,0.53
ll-3.1-70b,0.5548771922041817,0.4813235294117647,0.5035294117647059,0.3697058823529411
ll-3.1-405b,0.5719200276979778,0.5427941176470588,0.4920588235294117,0.5138235294117647
qwen-2.5-7b,0.5022273238103688,0.5016176470588235,0.5605882352941176,0.5026470588235294
qwen-2.5-72b,0.4652260225357111,0.5439705882352941,0.6102941176470589,0.5682352941176471
qwen-3.0-80b,0.5114183604476273,0.5386764705882353,0.5052941176470588,0.6091176470588235
deepseek-3.1,0.515256928433203,0.5367647058823529,0.5138235294117647,0.558235294117647
kimi-k2,0.556567258150985,0.5327941176470588,0.5800000000000001,0.4744117647058823
