evaluator,wikisum/training_set_1-20+test_set_1-30,sharegpt/english_26+english2_74,pku_saferlhf/mismatch_1-20+test_mismatch_1-20+test-mismatch_10_100-200,bigcodebench/instruct_1-50
gpt-4o-mini,0.027363089448303,0.0847058823529411,0.0720588235294117,0.01
gpt-4.1-mini,0.0091910821643891,0.0404411764705882,0.0173529411764705,0.0402941176470588
gpt-4o,0.0014779563461104,0.0403474810552746,0.0535980789076764,0.0111764705882353
gpt-4.1,0.1354187849790147,0.1480882352941175,0.1311764705882353,0.1485294117647058
haiku-3.5,-0.0045415224913495,0.0188235294117646,0.0676470588235294,-0.0870588235294117
sonnet-3.7,0.0661546531029866,-0.0071470505307024,0.1785218702865763,-0.0458823529411764
sonnet-4.5,0.0477717456150816,0.1043470588235294,0.0970588235294118,0.0352941176470588
opus-4.1,0.2502088056317861,0.1882176470588236,0.1899949473169286,-0.0197058823529411
gemini-2.0-flash-lite,-0.0086874930237749,0.0011764705882353,-0.2561764705882353,0.0002941176470587
gemini-2.0-flash,0.0124896239691082,0.1082352941176471,-0.0041176470588235,0.068235294117647
ll-3.1-8b,-0.0649268236966602,-0.0366176470588235,-0.0729411764705881,0.03
ll-3.1-70b,0.0548771922041817,-0.0186764705882352,0.0035294117647058,-0.1302941176470588
ll-3.1-405b,0.0719200276979777,0.0427941176470587,-0.0079411764705882,0.0138235294117646
qwen-2.5-7b,0.0022273238103688,0.0016176470588235,0.0605882352941176,0.0026470588235294
qwen-2.5-72b,-0.0347739774642889,0.043970588235294,0.1102941176470588,0.068235294117647
qwen-3.0-80b,0.0114183604476273,0.0386764705882353,0.0052941176470587,0.1091176470588235
deepseek-3.1,0.015256928433203,0.0367647058823529,0.0138235294117646,0.058235294117647
kimi-k2,0.0565672581509849,0.0327941176470587,0.08,-0.0255882352941176
