evaluator,generator,dataset,distance,performance,n_samples
opus-4.1-thinking,gpt-oss-120b-thinking,wikisum,-87,0.7040816326530612,98
gemini-2.5-pro-thinking,gpt-oss-120b-thinking,wikisum,-91,0.5306122448979592,98
qwen-3.0-80b-thinking,gpt-oss-120b-thinking,wikisum,-11,0.4530688323791772,98
deepseek-r1-thinking,gpt-oss-120b-thinking,wikisum,-64,0.1836734693877551,98
kimi-k2-thinking,gpt-oss-120b-thinking,wikisum,-75,0.4173669467787114,98
gpt-4o-mini,gpt-oss-120b-thinking,wikisum,51,0.3469387755102041,98
gpt-4.1-mini,gpt-oss-120b-thinking,wikisum,-21,0.5408163265306123,98
gpt-4o,gpt-oss-120b-thinking,wikisum,-83,0.3775510204081632,98
gpt-4.1,gpt-oss-120b-thinking,wikisum,-54,0.5102040816326531,98
haiku-3.5,gpt-oss-120b-thinking,wikisum,37,0.3979591836734694,98
sonnet-4.5,gpt-oss-120b-thinking,wikisum,-88,0.5102040816326531,98
opus-4.1,gpt-oss-120b-thinking,wikisum,-86,0.8571428571428571,98
gemini-2.0-flash-lite,gpt-oss-120b-thinking,wikisum,1,0.0510204081632653,98
gemini-2.0-flash,gpt-oss-120b-thinking,wikisum,-5,0.0714285714285714,98
ll-3.1-8b,gpt-oss-120b-thinking,wikisum,124,0.3877551020408163,98
ll-3.1-70b,gpt-oss-120b-thinking,wikisum,72,0.4489795918367347,98
ll-3.1-405b,gpt-oss-120b-thinking,wikisum,24,0.3061224489795918,98
qwen-2.5-72b,gpt-oss-120b-thinking,wikisum,69,0.5,98
qwen-3.0-80b,gpt-oss-120b-thinking,wikisum,-42,0.8979591836734694,98
deepseek-3.1,gpt-oss-120b-thinking,wikisum,-59,0.0510204081632653,98
kimi-k2,gpt-oss-120b-thinking,wikisum,-63,0.4183673469387755,98
gpt-oss-120b-thinking,opus-4.1-thinking,wikisum,87,0.7040816326530612,98
gemini-2.5-pro-thinking,opus-4.1-thinking,wikisum,-4,0.4795918367346938,98
qwen-3.0-80b-thinking,opus-4.1-thinking,wikisum,76,0.5102040816326531,98
deepseek-r1-thinking,opus-4.1-thinking,wikisum,23,0.1326530612244898,98
kimi-k2-thinking,opus-4.1-thinking,wikisum,12,0.5389610389610389,98
gpt-4o-mini,opus-4.1-thinking,wikisum,138,0.173469387755102,98
gpt-4.1-mini,opus-4.1-thinking,wikisum,66,0.6020408163265306,98
gpt-4o,opus-4.1-thinking,wikisum,4,0.1428571428571428,98
gpt-4.1,opus-4.1-thinking,wikisum,33,0.5,98
haiku-3.5,opus-4.1-thinking,wikisum,124,0.2653061224489796,98
sonnet-4.5,opus-4.1-thinking,wikisum,-1,0.5204081632653061,98
opus-4.1,opus-4.1-thinking,wikisum,1,0.3979591836734694,98
gemini-2.0-flash-lite,opus-4.1-thinking,wikisum,88,0.0306122448979591,98
gemini-2.0-flash,opus-4.1-thinking,wikisum,82,0.0306122448979591,98
ll-3.1-8b,opus-4.1-thinking,wikisum,211,0.3775510204081632,98
ll-3.1-70b,opus-4.1-thinking,wikisum,159,0.2959183673469387,98
ll-3.1-405b,opus-4.1-thinking,wikisum,111,0.0816326530612244,98
qwen-2.5-72b,opus-4.1-thinking,wikisum,156,0.4183673469387755,98
qwen-3.0-80b,opus-4.1-thinking,wikisum,45,0.8571428571428571,98
deepseek-3.1,opus-4.1-thinking,wikisum,28,0.1020408163265306,98
kimi-k2,opus-4.1-thinking,wikisum,24,0.5102040816326531,98
gpt-oss-120b-thinking,gemini-2.5-pro-thinking,wikisum,91,0.673469387755102,98
opus-4.1-thinking,gemini-2.5-pro-thinking,wikisum,4,0.4693877551020408,98
qwen-3.0-80b-thinking,gemini-2.5-pro-thinking,wikisum,80,0.6827681448519257,98
deepseek-r1-thinking,gemini-2.5-pro-thinking,wikisum,27,0.3163265306122449,98
kimi-k2-thinking,gemini-2.5-pro-thinking,wikisum,16,0.4663008060367004,98
gpt-4o-mini,gemini-2.5-pro-thinking,wikisum,142,0.4591836734693877,98
gpt-4.1-mini,gemini-2.5-pro-thinking,wikisum,70,0.6632653061224489,98
gpt-4o,gemini-2.5-pro-thinking,wikisum,8,0.4183673469387755,98
gpt-4.1,gemini-2.5-pro-thinking,wikisum,37,0.5,98
haiku-3.5,gemini-2.5-pro-thinking,wikisum,128,0.3979591836734694,98
sonnet-4.5,gemini-2.5-pro-thinking,wikisum,3,0.5714285714285714,98
opus-4.1,gemini-2.5-pro-thinking,wikisum,5,0.8979591836734694,98
gemini-2.0-flash-lite,gemini-2.5-pro-thinking,wikisum,92,0.0408163265306122,98
gemini-2.0-flash,gemini-2.5-pro-thinking,wikisum,86,0.0918367346938775,98
ll-3.1-8b,gemini-2.5-pro-thinking,wikisum,215,0.4183673469387755,98
ll-3.1-70b,gemini-2.5-pro-thinking,wikisum,163,0.4183673469387755,98
ll-3.1-405b,gemini-2.5-pro-thinking,wikisum,115,0.2959183673469387,98
qwen-2.5-72b,gemini-2.5-pro-thinking,wikisum,160,0.4591836734693877,98
qwen-3.0-80b,gemini-2.5-pro-thinking,wikisum,49,0.9897959183673468,98
deepseek-3.1,gemini-2.5-pro-thinking,wikisum,32,0.2959183673469387,98
kimi-k2,gemini-2.5-pro-thinking,wikisum,28,0.4897959183673469,98
gpt-oss-120b-thinking,qwen-3.0-80b-thinking,wikisum,11,0.689899688689035,98
opus-4.1-thinking,qwen-3.0-80b-thinking,wikisum,-76,0.6632653061224489,98
gemini-2.5-pro-thinking,qwen-3.0-80b-thinking,wikisum,-80,0.7040816326530612,98
deepseek-r1-thinking,qwen-3.0-80b-thinking,wikisum,-53,0.3469387755102041,98
kimi-k2-thinking,qwen-3.0-80b-thinking,wikisum,-64,0.575235808609158,98
gpt-4o-mini,qwen-3.0-80b-thinking,wikisum,62,0.3979591836734694,98
gpt-4.1-mini,qwen-3.0-80b-thinking,wikisum,-10,0.6632653061224489,98
gpt-4o,qwen-3.0-80b-thinking,wikisum,-72,0.5204081632653061,98
gpt-4.1,qwen-3.0-80b-thinking,wikisum,-43,0.6326530612244898,98
haiku-3.5,qwen-3.0-80b-thinking,wikisum,48,0.3061224489795918,98
sonnet-4.5,qwen-3.0-80b-thinking,wikisum,-77,0.6224489795918368,98
opus-4.1,qwen-3.0-80b-thinking,wikisum,-75,0.9183673469387756,98
gemini-2.0-flash-lite,qwen-3.0-80b-thinking,wikisum,12,0.0816326530612244,98
gemini-2.0-flash,qwen-3.0-80b-thinking,wikisum,6,0.1020408163265306,98
ll-3.1-8b,qwen-3.0-80b-thinking,wikisum,135,0.3571428571428571,98
ll-3.1-70b,qwen-3.0-80b-thinking,wikisum,83,0.3571428571428571,98
ll-3.1-405b,qwen-3.0-80b-thinking,wikisum,35,0.3469387755102041,98
qwen-2.5-72b,qwen-3.0-80b-thinking,wikisum,80,0.4693877551020408,98
qwen-3.0-80b,qwen-3.0-80b-thinking,wikisum,-31,0.9489795918367347,98
deepseek-3.1,qwen-3.0-80b-thinking,wikisum,-48,0.2857142857142857,98
kimi-k2,qwen-3.0-80b-thinking,wikisum,-52,0.5510204081632653,98
gpt-oss-120b-thinking,deepseek-r1-thinking,wikisum,64,0.7346938775510204,98
opus-4.1-thinking,deepseek-r1-thinking,wikisum,-23,0.7244897959183674,98
gemini-2.5-pro-thinking,deepseek-r1-thinking,wikisum,-27,0.8061224489795918,98
qwen-3.0-80b-thinking,deepseek-r1-thinking,wikisum,53,0.7411078717201167,98
kimi-k2-thinking,deepseek-r1-thinking,wikisum,-11,0.6485532988705687,98
gpt-4o-mini,deepseek-r1-thinking,wikisum,115,0.3877551020408163,98
gpt-4.1-mini,deepseek-r1-thinking,wikisum,43,0.7448979591836735,98
gpt-4o,deepseek-r1-thinking,wikisum,-19,0.4183673469387755,98
gpt-4.1,deepseek-r1-thinking,wikisum,10,0.5306122448979592,98
haiku-3.5,deepseek-r1-thinking,wikisum,101,0.4897959183673469,98
sonnet-4.5,deepseek-r1-thinking,wikisum,-24,0.7857142857142857,98
opus-4.1,deepseek-r1-thinking,wikisum,-22,0.9693877551020408,98
gemini-2.0-flash-lite,deepseek-r1-thinking,wikisum,65,0.1632653061224489,98
gemini-2.0-flash,deepseek-r1-thinking,wikisum,59,0.3469387755102041,98
ll-3.1-8b,deepseek-r1-thinking,wikisum,188,0.4081632653061224,98
ll-3.1-70b,deepseek-r1-thinking,wikisum,136,0.4081632653061224,98
ll-3.1-405b,deepseek-r1-thinking,wikisum,88,0.3877551020408163,98
qwen-2.5-72b,deepseek-r1-thinking,wikisum,133,0.4693877551020408,98
qwen-3.0-80b,deepseek-r1-thinking,wikisum,22,0.9285714285714286,98
deepseek-3.1,deepseek-r1-thinking,wikisum,5,0.3061224489795918,98
kimi-k2,deepseek-r1-thinking,wikisum,1,0.7346938775510204,98
gpt-oss-120b-thinking,kimi-k2-thinking,wikisum,75,0.7857142857142857,98
opus-4.1-thinking,kimi-k2-thinking,wikisum,-12,0.6020408163265306,98
gemini-2.5-pro-thinking,kimi-k2-thinking,wikisum,-16,0.5306122448979592,98
qwen-3.0-80b-thinking,kimi-k2-thinking,wikisum,64,0.4310125964261302,98
deepseek-r1-thinking,kimi-k2-thinking,wikisum,11,0.2040816326530612,98
gpt-4o-mini,kimi-k2-thinking,wikisum,126,0.4081632653061224,98
gpt-4.1-mini,kimi-k2-thinking,wikisum,54,0.6632653061224489,98
gpt-4o,kimi-k2-thinking,wikisum,-8,0.4387755102040816,98
gpt-4.1,kimi-k2-thinking,wikisum,21,0.5102040816326531,98
haiku-3.5,kimi-k2-thinking,wikisum,112,0.4387755102040816,98
sonnet-4.5,kimi-k2-thinking,wikisum,-13,0.5918367346938775,98
opus-4.1,kimi-k2-thinking,wikisum,-11,0.6836734693877551,98
gemini-2.0-flash-lite,kimi-k2-thinking,wikisum,76,0.0204081632653061,98
gemini-2.0-flash,kimi-k2-thinking,wikisum,70,0.0714285714285714,98
ll-3.1-8b,kimi-k2-thinking,wikisum,199,0.3775510204081632,98
ll-3.1-70b,kimi-k2-thinking,wikisum,147,0.3673469387755102,98
ll-3.1-405b,kimi-k2-thinking,wikisum,99,0.3061224489795918,98
qwen-2.5-72b,kimi-k2-thinking,wikisum,144,0.4591836734693877,98
qwen-3.0-80b,kimi-k2-thinking,wikisum,33,0.9489795918367347,98
deepseek-3.1,kimi-k2-thinking,wikisum,16,0.1224489795918367,98
kimi-k2,kimi-k2-thinking,wikisum,12,0.4591836734693877,98
gpt-oss-120b-thinking,gpt-4o-mini,wikisum,-51,0.8061224489795918,98
opus-4.1-thinking,gpt-4o-mini,wikisum,-138,0.7040816326530612,98
gemini-2.5-pro-thinking,gpt-4o-mini,wikisum,-142,1.0,98
qwen-3.0-80b-thinking,gpt-4o-mini,wikisum,-62,0.875068946497518,98
deepseek-r1-thinking,gpt-4o-mini,wikisum,-115,0.8571428571428571,98
kimi-k2-thinking,gpt-4o-mini,wikisum,-126,0.7223252937538651,98
gpt-4.1-mini,gpt-4o-mini,wikisum,-72,0.9285714285714286,98
gpt-4o,gpt-4o-mini,wikisum,-134,0.5102040816326531,98
gpt-4.1,gpt-4o-mini,wikisum,-105,0.5918367346938775,98
haiku-3.5,gpt-4o-mini,wikisum,-14,0.5816326530612245,98
sonnet-4.5,gpt-4o-mini,wikisum,-139,0.979591836734694,98
opus-4.1,gpt-4o-mini,wikisum,-137,1.0,98
gemini-2.0-flash-lite,gpt-4o-mini,wikisum,-50,0.3979591836734694,98
gemini-2.0-flash,gpt-4o-mini,wikisum,-56,0.4387755102040816,98
ll-3.1-8b,gpt-4o-mini,wikisum,73,0.4183673469387755,98
ll-3.1-70b,gpt-4o-mini,wikisum,21,0.5306122448979592,98
ll-3.1-405b,gpt-4o-mini,wikisum,-27,0.5408163265306123,98
qwen-2.5-72b,gpt-4o-mini,wikisum,18,0.6122448979591837,98
qwen-3.0-80b,gpt-4o-mini,wikisum,-93,1.0,98
deepseek-3.1,gpt-4o-mini,wikisum,-110,0.7857142857142857,98
kimi-k2,gpt-4o-mini,wikisum,-114,0.6938775510204082,98
gpt-oss-120b-thinking,gpt-4.1-mini,wikisum,21,0.5,98
opus-4.1-thinking,gpt-4.1-mini,wikisum,-66,0.5306122448979592,98
gemini-2.5-pro-thinking,gpt-4.1-mini,wikisum,-70,0.7653061224489796,98
qwen-3.0-80b-thinking,gpt-4.1-mini,wikisum,10,0.5770398554902186,98
deepseek-r1-thinking,gpt-4.1-mini,wikisum,-43,0.3163265306122449,98
kimi-k2-thinking,gpt-4.1-mini,wikisum,-54,0.40055241954938,98
gpt-4o-mini,gpt-4.1-mini,wikisum,72,0.3673469387755102,98
gpt-4o,gpt-4.1-mini,wikisum,-62,0.4183673469387755,98
gpt-4.1,gpt-4.1-mini,wikisum,-33,0.5,98
haiku-3.5,gpt-4.1-mini,wikisum,58,0.1836734693877551,98
sonnet-4.5,gpt-4.1-mini,wikisum,-67,0.6938775510204082,98
opus-4.1,gpt-4.1-mini,wikisum,-65,0.9183673469387756,98
gemini-2.0-flash-lite,gpt-4.1-mini,wikisum,22,0.0408163265306122,98
gemini-2.0-flash,gpt-4.1-mini,wikisum,16,0.0408163265306122,98
ll-3.1-8b,gpt-4.1-mini,wikisum,145,0.3673469387755102,98
ll-3.1-70b,gpt-4.1-mini,wikisum,93,0.2346938775510204,98
